item_basico,nome_produto,preco,preco_original,em_oferta,loja_market_id,categoria_id,codigo_barras,estoque,slug,url_produto
feijao,FEIJAO MULATINHO COMBRASIL 500G,10.42,10.42,False,355,13759,7896101062572,15,feijao-mulatinho-combrasil-500g,https://mercadinhossaoluiz.com.br/produto/feijao-mulatinho-combrasil-500g
feijao,FEIJÃO BRANCO KICALDO 1KG,17.78,17.78,False,355,13759,7896116900807,8,feijao-branco-kicaldo-1kg-111494,https://mercadinhossaoluiz.com.br/produto/feijao-branco-kicaldo-1kg-111494
feijao,FEIJÃO VERMELHO KICALDO 1KG,16.83,16.83,False,355,13759,7896116900845,9,feijao-vermelho-kicaldo-1kg,https://mercadinhossaoluiz.com.br/produto/feijao-vermelho-kicaldo-1kg
feijao,FEIJAO VERMELHO COMBRASIL TIPO 1 500G,8.32,8.32,False,355,13759,7896101062596,7,feijao-vermelho-combrasil-tipo-1-500g,https://mercadinhossaoluiz.com.br/produto/feijao-vermelho-combrasil-tipo-1-500g
feijao,FEIJÃO VERDE FAZENDA GRANGEIRO 500G,13.67,13.67,False,355,13759,7898994973300,37,feijao-verde-fazenda-grangeiro-500g,https://mercadinhossaoluiz.com.br/produto/feijao-verde-fazenda-grangeiro-500g
feijao,FEIJÃO CARIOCA T1 COMBRASIL PACOTE 1KG,14.63,14.63,False,355,13759,7896101062022,5,feijao-carioca-t1-combrasil-pacote-1kg,https://mercadinhossaoluiz.com.br/produto/feijao-carioca-t1-combrasil-pacote-1kg
acucar,ADOÇANTE LÍQUIDO ZERO CAL SACARINA 100ML,8.41,8.41,False,355,13760,7896094910904,5,adocante-liquido-com-sacarina-zero-cal-100ml,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-com-sacarina-zero-cal-100ml
acucar,AÇÚCAR CRISTAL OLHO D`AGUA 1KG,3.67,3.67,False,355,13760,7898994678014,158,acucar-cristal-olho-dagua-1kg-93921,https://mercadinhossaoluiz.com.br/produto/acucar-cristal-olho-dagua-1kg-93921
acucar,ADOÇANTE LÍQUIDO ZERO CAL SACARINA 200ML,13.67,13.67,False,355,13760,7896094910959,3,adocante-zero-cal-200ml,https://mercadinhossaoluiz.com.br/produto/adocante-zero-cal-200ml
acucar,AÇÚCAR UNIÃO GLAÇÚCAR 500G,4.89,4.89,False,355,13760,7891910007110,11,acucar-glacucar-uniao-500g,https://mercadinhossaoluiz.com.br/produto/acucar-glacucar-uniao-500g
acucar,AÇÚCAR DEMERARA UNIÃO 1KG,6.2,6.2,False,355,13760,7891910030101,19,acucar-demerara-uniao-pacote-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-demerara-uniao-pacote-1kg
